smurf_band,smurf_chan,smurf_freq,vna_freq,design_freq,index,mux_band,pad,mux_posn,biasline,pol,freq,det_row,det_col,rhomb,opt,det_x,det_y
0.0,157.0,4079.106,4079.106,4088.45571428571,35.0,0.0,8.0,17.0,11.0,B,150,7.0,0.0,C,1.0,-38.629977999999994,-2.65
0.0,413.0,4080.93,4080.93,4090.32642857143,36.0,0.0,12.0,17.0,11.0,B,150,5.0,0.0,C,1.0,-28.029978,-2.65
0.0,93.0,4082.466,4082.466,4092.19714285714,37.0,0.0,16.0,17.0,11.0,B,150,3.0,0.0,C,1.0,-17.429978,-2.65
0.0,221.0,4084.782,4084.782,4094.06785714286,38.0,0.0,20.0,17.0,11.0,B,150,1.0,0.0,C,1.0,-6.829978,-2.65
0.0,61.0,4086.526,4086.526,4095.9385714285695,39.0,0.0,24.0,17.0,11.0,B,150,11.0,1.0,C,1.0,-57.179978,-7.239935
0.0,317.0,4088.292,4088.292,4097.809285714289,40.0,0.0,28.0,17.0,11.0,B,150,9.0,1.0,C,1.0,-46.579978,-7.239935
0.0,189.0,4089.784,4089.784,4099.68,41.0,0.0,32.0,17.0,11.0,B,150,7.0,1.0,C,1.0,-35.979977999999996,-7.239935
0.0,125.0,4091.166,4091.166,4101.5507142857105,42.0,0.0,36.0,17.0,11.0,B,150,5.0,1.0,C,1.0,-25.379977999999998,-7.239935
0.0,381.0,4092.62,4092.62,4103.42142857143,43.0,0.0,40.0,17.0,11.0,B,150,3.0,1.0,C,1.0,-14.779978000000002,-7.239935
0.0,253.0,4094.312,4094.312,4105.29214285714,44.0,0.0,44.0,17.0,11.0,B,150,1.0,1.0,C,1.0,-4.179978,-7.239935
0.0,509.0,4095.648,4095.648,4107.16285714286,45.0,0.0,48.0,17.0,11.0,B,150,11.0,2.0,C,1.0,-54.52997799999999,-11.829868999999999
0.0,259.0,4097.372,4097.372,4109.033571428569,46.0,0.0,52.0,17.0,11.0,B,150,9.0,2.0,C,1.0,-43.929978,-11.829868999999999
0.0,131.0,4099.382,4099.382,4110.9042857142895,47.0,0.0,56.0,17.0,11.0,B,150,7.0,2.0,C,1.0,-33.329978,-11.829868999999999
0.0,67.0,4101.432,4101.432,4112.775,48.0,0.0,60.0,17.0,11.0,B,150,5.0,2.0,C,1.0,-22.729978,-11.829868999999999
0.0,419.0,4109.93,4109.93,4118.36785714286,50.0,0.0,2.0,17.0,11.0,B,150,10.0,0.0,C,1.0,-54.52997799999999,-2.65
0.0,99.0,4111.3,4111.3,4120.238571428569,51.0,0.0,6.0,17.0,11.0,B,150,8.0,0.0,C,1.0,-43.929978,-2.65
0.0,227.0,4113.114,4113.114,4122.109285714289,52.0,0.0,10.0,17.0,11.0,B,150,6.0,0.0,C,1.0,-33.329978,-2.65
0.0,483.0,4114.59,4114.59,4123.98,53.0,0.0,14.0,17.0,11.0,B,150,4.0,0.0,C,1.0,-22.729978,-2.65
0.0,275.0,4116.438,4116.438,4125.850714285711,54.0,0.0,18.0,17.0,11.0,B,150,2.0,0.0,C,1.0,-12.129978000000001,-2.65
0.0,147.0,4118.54,4118.54,4127.721428571431,55.0,0.0,22.0,17.0,11.0,B,150,0.0,0.0,C,1.0,-1.5299779999999998,-2.65
0.0,83.0,4120.264,4120.264,4129.59214285714,56.0,0.0,26.0,17.0,11.0,B,150,10.0,1.0,C,1.0,-51.879977999999994,-7.239935
0.0,339.0,4121.924,4121.924,4131.46285714286,57.0,0.0,30.0,17.0,11.0,B,150,8.0,1.0,C,1.0,-41.27997799999999,-7.239935
0.0,211.0,4123.2,4123.2,4133.3335714285695,58.0,0.0,34.0,17.0,11.0,B,150,6.0,1.0,C,1.0,-30.679978,-7.239935
0.0,307.0,4126.358,4126.358,4135.20428571429,59.0,0.0,38.0,17.0,11.0,B,150,4.0,1.0,C,1.0,-20.079978,-7.239935
0.0,179.0,4127.48,4127.48,4137.075,60.0,0.0,42.0,17.0,11.0,B,150,2.0,1.0,C,1.0,-9.479978000000001,-7.239935
0.0,435.0,4129.352,4129.352,4138.94571428571,61.0,0.0,46.0,17.0,11.0,B,150,0.0,1.0,C,1.0,1.1200219999999999,-7.239935
0.0,371.0,4131.044,4131.044,4140.816428571431,62.0,0.0,50.0,17.0,11.0,B,150,10.0,2.0,C,1.0,-49.229977999999996,-11.829868999999999
0.0,499.0,4133.158,4133.158,4142.68714285714,63.0,0.0,54.0,17.0,11.0,B,150,8.0,2.0,C,1.0,-38.629977999999994,-11.829868999999999
0.0,11.0,4135.142,4135.142,4144.55785714286,64.0,0.0,58.0,17.0,11.0,B,150,6.0,2.0,C,1.0,-28.029978,-11.829868999999999
0.0,267.0,4136.312,4136.312,4146.42857142857,65.0,0.0,62.0,17.0,11.0,B,150,4.0,2.0,C,1.0,-17.429978,-11.829868999999999
0.0,139.0,4136.828,4136.828,4154.29928571429,1.0,1.0,3.0,16.0,11.0,A,150,2.0,2.0,C,1.0,-6.829978,-11.829868999999999
0.0,395.0,4138.398,4138.398,4156.17,2.0,1.0,7.0,16.0,11.0,A,150,0.0,2.0,C,1.0,3.770022,-11.829868999999999
0.0,331.0,4140.554,4140.554,4158.04071428571,3.0,1.0,11.0,16.0,11.0,A,150,10.0,3.0,C,1.0,-46.579978,-16.419804
0.0,203.0,4142.252,4142.252,4159.91142857143,4.0,1.0,15.0,16.0,11.0,A,150,8.0,3.0,C,1.0,-35.979977999999996,-16.419804
0.0,43.0,4144.208,4144.208,4161.78214285714,5.0,1.0,19.0,16.0,11.0,A,150,6.0,3.0,C,1.0,-25.379977999999998,-16.419804
0.0,299.0,4146.162,4146.162,4163.65285714286,6.0,1.0,23.0,16.0,11.0,A,150,4.0,3.0,C,1.0,-14.779978000000002,-16.419804
0.0,427.0,4147.554,4147.554,4165.523571428569,7.0,1.0,27.0,16.0,11.0,A,150,2.0,3.0,C,1.0,-4.179978,-16.419804
0.0,363.0,4150.436,4150.436,4167.394285714289,8.0,1.0,31.0,16.0,11.0,A,150,0.0,3.0,C,1.0,6.420022,-16.419804
0.0,235.0,4151.666,4151.666,4169.265,9.0,1.0,35.0,16.0,11.0,A,150,10.0,4.0,C,1.0,-43.929978,-21.009738999999996
0.0,491.0,4153.296,4153.296,4171.1357142857105,10.0,1.0,39.0,16.0,11.0,A,150,8.0,4.0,C,1.0,-33.329978,-21.009738999999996
0.0,283.0,4155.074,4155.074,4173.006428571431,11.0,1.0,43.0,16.0,11.0,A,150,6.0,4.0,C,1.0,-22.729978,-21.009738999999996
0.0,155.0,4156.752,4156.752,4174.87714285714,12.0,1.0,47.0,16.0,11.0,A,150,4.0,4.0,C,1.0,-12.129978000000001,-21.009738999999996
0.0,91.0,4158.304,4158.304,4176.74785714286,13.0,1.0,51.0,16.0,11.0,A,150,2.0,4.0,C,1.0,-1.5299779999999998,-21.009738999999996
0.0,347.0,4159.93,4159.93,4178.618571428569,14.0,1.0,55.0,16.0,11.0,A,150,0.0,4.0,C,1.0,9.070022,-21.009738999999996
0.0,219.0,4161.768,4161.768,4180.4892857142895,15.0,1.0,59.0,16.0,11.0,A,150,10.0,5.0,C,1.0,-41.27997799999999,-25.599673
0.0,475.0,4162.84,4162.84,4182.36,16.0,1.0,63.0,16.0,11.0,A,150,8.0,5.0,C,1.0,-30.679978,-25.599673
0.0,443.0,4167.668,4167.668,4186.08214285714,17.0,1.0,1.0,16.0,11.0,A,150,3.0,2.0,C,1.0,-12.129978000000001,-11.829868999999999
0.0,379.0,4169.802,4169.802,4187.95285714286,18.0,1.0,5.0,16.0,11.0,A,150,1.0,2.0,C,1.0,-1.5299779999999998,-11.829868999999999
0.0,507.0,4171.936,4171.936,4189.82357142857,19.0,1.0,9.0,16.0,11.0,A,150,11.0,3.0,C,1.0,-51.879977999999994,-16.419804
0.0,263.0,4173.874,4173.874,4191.694285714289,20.0,1.0,13.0,16.0,11.0,A,150,9.0,3.0,C,1.0,-41.27997799999999,-16.419804
0.0,135.0,4175.892,4175.892,4193.565,21.0,1.0,17.0,16.0,11.0,A,150,7.0,3.0,C,1.0,-30.679978,-16.419804
0.0,71.0,4177.65,4177.65,4195.435714285711,22.0,1.0,21.0,16.0,11.0,A,150,5.0,3.0,C,1.0,-20.079978,-16.419804
0.0,327.0,4179.506,4179.506,4197.30642857143,23.0,1.0,25.0,16.0,11.0,A,150,3.0,3.0,C,1.0,-9.479978000000001,-16.419804
0.0,455.0,4181.762,4181.762,4199.17714285714,24.0,1.0,29.0,16.0,11.0,A,150,1.0,3.0,C,1.0,1.1200219999999999,-16.419804
0.0,295.0,4183.938,4183.938,4201.04785714286,25.0,1.0,33.0,16.0,11.0,A,150,11.0,4.0,C,1.0,-49.229977999999996,-21.009738999999996
0.0,167.0,4185.138,4185.138,4202.91857142857,26.0,1.0,37.0,16.0,11.0,A,150,9.0,4.0,C,1.0,-38.629977999999994,-21.009738999999996
0.0,423.0,4186.772,4186.772,4204.78928571429,27.0,1.0,41.0,16.0,11.0,A,150,7.0,4.0,C,1.0,-28.029978,-21.009738999999996
0.0,103.0,4187.93,4187.93,4206.66,28.0,1.0,45.0,16.0,11.0,A,150,5.0,4.0,C,1.0,-17.429978,-21.009738999999996
0.0,231.0,4190.456,4190.456,4208.53071428571,29.0,1.0,49.0,16.0,11.0,A,150,3.0,4.0,C,1.0,-6.829978,-21.009738999999996
0.0,487.0,4191.798,4191.798,4210.401428571429,30.0,1.0,53.0,16.0,11.0,A,150,1.0,4.0,C,1.0,3.770022,-21.009738999999996
0.0,279.0,4193.466,4193.466,4212.27214285714,31.0,1.0,57.0,16.0,11.0,A,150,11.0,5.0,C,1.0,-46.579978,-25.599673
0.0,151.0,4194.934,4194.934,4214.14285714286,32.0,1.0,61.0,16.0,11.0,A,150,9.0,5.0,C,1.0,-35.979977999999996,-25.599673
0.0,343.0,4198.752,4198.752,4218.14285714286,33.0,1.0,0.0,16.0,11.0,B,150,3.0,2.0,C,1.0,-12.129978000000001,-11.829868999999999
0.0,471.0,4200.878,4200.878,4220.013571428571,34.0,1.0,4.0,16.0,11.0,B,150,1.0,2.0,C,1.0,-1.5299779999999998,-11.829868999999999
0.0,311.0,4203.1,4203.1,4221.88428571429,35.0,1.0,8.0,16.0,11.0,B,150,11.0,3.0,C,1.0,-51.879977999999994,-16.419804
0.0,439.0,4205.182,4205.182,4223.755,36.0,1.0,12.0,16.0,11.0,B,150,9.0,3.0,C,1.0,-41.27997799999999,-16.419804
0.0,119.0,4206.778,4206.778,4225.62571428571,37.0,1.0,16.0,16.0,11.0,B,150,7.0,3.0,C,1.0,-30.679978,-16.419804
0.0,247.0,4209.062,4209.062,4227.4964285714295,38.0,1.0,20.0,16.0,11.0,B,150,5.0,3.0,C,1.0,-20.079978,-16.419804
0.0,503.0,4210.972,4210.972,4229.36714285714,39.0,1.0,24.0,16.0,11.0,B,150,3.0,3.0,C,1.0,-9.479978000000001,-16.419804
0.0,271.0,4212.792,4212.792,4231.23785714286,40.0,1.0,28.0,16.0,11.0,B,150,1.0,3.0,C,1.0,1.1200219999999999,-16.419804
0.0,399.0,4214.632,4214.632,4233.10857142857,41.0,1.0,32.0,16.0,11.0,B,150,11.0,4.0,C,1.0,-49.229977999999996,-21.009738999999996
0.0,79.0,4216.81,4216.81,4234.979285714289,42.0,1.0,36.0,16.0,11.0,B,150,9.0,4.0,C,1.0,-38.629977999999994,-21.009738999999996
0.0,207.0,4218.396,4218.396,4236.85,43.0,1.0,40.0,16.0,11.0,B,150,7.0,4.0,C,1.0,-28.029978,-21.009738999999996
0.0,463.0,4220.162,4220.162,4238.7207142857105,44.0,1.0,44.0,16.0,11.0,B,150,5.0,4.0,C,1.0,-17.429978,-21.009738999999996
0.0,47.0,4221.782,4221.782,4240.59142857143,45.0,1.0,48.0,16.0,11.0,B,150,3.0,4.0,C,1.0,-6.829978,-21.009738999999996
0.0,175.0,4223.148,4223.148,4242.46214285714,46.0,1.0,52.0,16.0,11.0,B,150,1.0,4.0,C,1.0,3.770022,-21.009738999999996
0.0,431.0,4225.274,4225.274,4244.33285714286,47.0,1.0,56.0,16.0,11.0,B,150,11.0,5.0,C,1.0,-46.579978,-25.599673
0.0,367.0,4227.126,4227.126,4246.20357142857,48.0,1.0,60.0,16.0,11.0,B,150,9.0,5.0,C,1.0,-35.979977999999996,-25.599673
0.0,287.0,4232.398,4232.398,4251.79642857143,50.0,1.0,2.0,16.0,11.0,B,150,2.0,2.0,C,1.0,-6.829978,-11.829868999999999
0.0,415.0,4234.678,4234.678,4253.66714285714,51.0,1.0,6.0,16.0,11.0,B,150,0.0,2.0,C,1.0,3.770022,-11.829868999999999
0.0,351.0,4236.846,4236.846,4255.53785714286,52.0,1.0,10.0,16.0,11.0,B,150,10.0,3.0,C,1.0,-46.579978,-16.419804
0.0,479.0,4238.876,4238.876,4257.40857142857,53.0,1.0,14.0,16.0,11.0,B,150,8.0,3.0,C,1.0,-35.979977999999996,-16.419804
0.0,63.0,4240.978,4240.978,4259.2792857142895,54.0,1.0,18.0,16.0,11.0,B,150,6.0,3.0,C,1.0,-25.379977999999998,-16.419804
0.0,191.0,4242.818,4242.818,4261.15,55.0,1.0,22.0,16.0,11.0,B,150,4.0,3.0,C,1.0,-14.779978000000002,-16.419804
0.0,447.0,4244.462,4244.462,4263.020714285711,56.0,1.0,26.0,16.0,11.0,B,150,2.0,3.0,C,1.0,-4.179978,-16.419804
0.0,383.0,4246.406,4246.406,4264.89142857143,57.0,1.0,30.0,16.0,11.0,B,150,0.0,3.0,C,1.0,6.420022,-16.419804
0.0,255.0,4248.104,4248.104,4266.76214285714,58.0,1.0,34.0,16.0,11.0,B,150,10.0,4.0,C,1.0,-43.929978,-21.009738999999996
0.0,0.0,4250.268,4250.268,4268.63285714286,59.0,1.0,38.0,16.0,11.0,B,150,8.0,4.0,C,1.0,-33.329978,-21.009738999999996
0.0,128.0,4252.1,4252.1,4270.5035714285705,60.0,1.0,42.0,16.0,11.0,B,150,6.0,4.0,C,1.0,-22.729978,-21.009738999999996
0.0,384.0,4253.564,4253.564,4272.37428571429,61.0,1.0,46.0,16.0,11.0,B,150,4.0,4.0,C,1.0,-12.129978000000001,-21.009738999999996
0.0,64.0,4255.074,4255.074,4274.245,62.0,1.0,50.0,16.0,11.0,B,150,2.0,4.0,C,1.0,-1.5299779999999998,-21.009738999999996
0.0,320.0,4256.458,4256.458,4276.11571428571,63.0,1.0,54.0,16.0,11.0,B,150,0.0,4.0,C,1.0,9.070022,-21.009738999999996
0.0,32.0,4259.062,4259.062,4277.986428571429,64.0,1.0,58.0,16.0,11.0,B,150,10.0,5.0,C,1.0,-41.27997799999999,-25.599673
0.0,288.0,4260.718,4260.718,4279.85714285714,65.0,1.0,62.0,16.0,11.0,B,150,8.0,5.0,C,1.0,-30.679978,-25.599673
0.0,304.0,4279.58,4279.58,4287.72785714286,1.0,2.0,3.0,15.0,10.0,A,150,6.0,5.0,C,1.0,-20.079978,-25.599673
0.0,432.0,4282.458,4282.458,4289.598571428571,2.0,2.0,7.0,15.0,10.0,A,150,4.0,5.0,C,1.0,-9.479978000000001,-25.599673
0.0,112.0,4283.984,4283.984,4291.46928571429,3.0,2.0,11.0,15.0,10.0,A,150,2.0,5.0,C,1.0,1.1200219999999999,-25.599673
0.0,368.0,4285.386,4285.386,4293.34,4.0,2.0,15.0,15.0,10.0,A,150,0.0,5.0,C,1.0,11.720021999999998,-25.599673
0.0,496.0,4287.152,4287.152,4295.21071428571,5.0,2.0,19.0,15.0,10.0,A,150,10.0,6.0,C,1.0,-38.629977999999994,-30.189607999999996
0.0,8.0,4288.93,4288.93,4297.08142857143,6.0,2.0,23.0,15.0,10.0,A,150,8.0,6.0,C,1.0,-28.029978,-30.189607999999996
0.0,136.0,4290.648,4290.648,4298.95214285714,7.0,2.0,27.0,15.0,10.0,A,150,6.0,6.0,C,1.0,-17.429978,-30.189607999999996
0.0,72.0,4293.232,4293.232,4300.822857142861,8.0,2.0,31.0,15.0,10.0,A,150,4.0,6.0,C,1.0,-6.829978,-30.189607999999996
0.0,328.0,4294.392,4294.392,4302.693571428571,9.0,2.0,35.0,15.0,10.0,A,150,2.0,6.0,C,1.0,3.770022,-30.189607999999996
0.0,200.0,4296.072,4296.072,4304.564285714289,10.0,2.0,39.0,15.0,10.0,A,150,0.0,6.0,C,1.0,14.370021999999999,-30.189607999999996
0.0,40.0,4297.718,4297.718,4306.435,11.0,2.0,43.0,15.0,10.0,A,150,10.0,7.0,C,1.0,-35.979977999999996,-34.779542
0.0,296.0,4299.394,4299.394,4308.305714285711,12.0,2.0,47.0,15.0,10.0,A,150,8.0,7.0,C,1.0,-25.379977999999998,-34.779542
0.0,424.0,4301.116,4301.116,4310.176428571429,13.0,2.0,51.0,15.0,10.0,A,150,6.0,7.0,C,1.0,-14.779978000000002,-34.779542
0.0,104.0,4303.08,4303.08,4312.04714285714,14.0,2.0,55.0,15.0,10.0,A,150,4.0,7.0,C,1.0,-4.179978,-34.779542
0.0,232.0,4305.042,4305.042,4313.91785714286,15.0,2.0,59.0,15.0,10.0,A,150,2.0,7.0,C,1.0,6.420022,-34.779542
0.0,488.0,4306.948,4306.948,4315.78857142857,16.0,2.0,63.0,15.0,10.0,A,150,0.0,7.0,C,1.0,17.020022,-34.779542
0.0,152.0,4310.556,4310.556,4319.5107142857105,17.0,2.0,1.0,15.0,10.0,A,150,7.0,5.0,C,1.0,-25.379977999999998,-25.599673
0.0,344.0,4313.444,4313.444,4321.381428571429,18.0,2.0,5.0,15.0,10.0,A,150,5.0,5.0,C,1.0,-14.779978000000002,-25.599673
0.0,472.0,4315.944,4315.944,4323.25214285714,19.0,2.0,9.0,15.0,10.0,A,150,3.0,5.0,C,1.0,-4.179978,-25.599673
0.0,56.0,4317.402,4317.402,4325.12285714286,20.0,2.0,13.0,15.0,10.0,A,150,1.0,5.0,C,1.0,6.420022,-25.599673
0.0,312.0,4318.914,4318.914,4326.993571428571,21.0,2.0,17.0,15.0,10.0,A,150,11.0,6.0,C,1.0,-43.929978,-30.189607999999996
0.0,440.0,4320.65,4320.65,4328.8642857142895,22.0,2.0,21.0,15.0,10.0,A,150,9.0,6.0,C,1.0,-33.329978,-30.189607999999996
0.0,120.0,4322.138,4322.138,4330.735,23.0,2.0,25.0,15.0,10.0,A,150,7.0,6.0,C,1.0,-22.729978,-30.189607999999996
0.0,248.0,4324.574,4324.574,4332.605714285711,24.0,2.0,29.0,15.0,10.0,A,150,5.0,6.0,C,1.0,-12.129978000000001,-30.189607999999996
0.0,4.0,4326.618,4326.618,4334.476428571429,25.0,2.0,33.0,15.0,10.0,A,150,3.0,6.0,C,1.0,-1.5299779999999998,-30.189607999999996
0.0,260.0,4327.472,4327.472,4336.347142857139,26.0,2.0,37.0,15.0,10.0,A,150,1.0,6.0,C,1.0,9.070022,-30.189607999999996
0.0,132.0,4329.346,4329.346,4338.21785714286,27.0,2.0,41.0,15.0,10.0,A,150,11.0,7.0,C,1.0,-41.27997799999999,-34.779542
0.0,388.0,4330.972,4330.972,4340.0885714285705,28.0,2.0,45.0,15.0,10.0,A,150,9.0,7.0,C,1.0,-30.679978,-34.779542
0.0,324.0,4332.752,4332.752,4341.95928571429,29.0,2.0,49.0,15.0,10.0,A,150,7.0,7.0,C,1.0,-20.079978,-34.779542
0.0,452.0,4334.632,4334.632,4343.83,30.0,2.0,53.0,15.0,10.0,A,150,5.0,7.0,C,1.0,-9.479978000000001,-34.779542
0.0,36.0,4336.542,4336.542,4345.70071428571,31.0,2.0,57.0,15.0,10.0,A,150,3.0,7.0,C,1.0,1.1200219999999999,-34.779542
0.0,164.0,4338.44,4338.44,4347.571428571429,32.0,2.0,61.0,15.0,10.0,A,150,1.0,7.0,C,1.0,11.720021999999998,-34.779542
0.0,228.0,4343.716,4343.716,4351.571428571429,33.0,2.0,0.0,15.0,10.0,B,150,7.0,5.0,C,1.0,-25.379977999999998,-25.599673
0.0,20.0,4346.31,4346.31,4353.4421428571395,34.0,2.0,4.0,15.0,10.0,B,150,5.0,5.0,C,1.0,-14.779978000000002,-25.599673
0.0,276.0,4347.698,4347.698,4355.312857142861,35.0,2.0,8.0,15.0,10.0,B,150,3.0,5.0,C,1.0,-4.179978,-25.599673
0.0,404.0,4349.312,4349.312,4357.183571428571,36.0,2.0,12.0,15.0,10.0,B,150,1.0,5.0,C,1.0,6.420022,-25.599673
0.0,84.0,4350.986,4350.986,4359.05428571429,37.0,2.0,16.0,15.0,10.0,B,150,11.0,6.0,C,1.0,-43.929978,-30.189607999999996
0.0,212.0,4352.792,4352.792,4360.925,38.0,2.0,20.0,15.0,10.0,B,150,9.0,6.0,C,1.0,-33.329978,-30.189607999999996
0.0,468.0,4354.382,4354.382,4362.79571428571,39.0,2.0,24.0,15.0,10.0,B,150,7.0,6.0,C,1.0,-22.729978,-30.189607999999996
0.0,52.0,4356.194,4356.194,4364.66642857143,40.0,2.0,28.0,15.0,10.0,B,150,5.0,6.0,C,1.0,-12.129978000000001,-30.189607999999996
0.0,180.0,4358.28,4358.28,4366.53714285714,41.0,2.0,32.0,15.0,10.0,B,150,3.0,6.0,C,1.0,-1.5299779999999998,-30.189607999999996
0.0,116.0,4360.006,4360.006,4368.407857142861,42.0,2.0,36.0,15.0,10.0,B,150,1.0,6.0,C,1.0,9.070022,-30.189607999999996
0.0,372.0,4361.804,4361.804,4370.278571428571,43.0,2.0,40.0,15.0,10.0,B,150,11.0,7.0,C,1.0,-41.27997799999999,-34.779542
0.0,500.0,4363.484,4363.484,4372.149285714289,44.0,2.0,44.0,15.0,10.0,B,150,9.0,7.0,C,1.0,-30.679978,-34.779542
0.0,12.0,4365.034,4365.034,4374.02,45.0,2.0,48.0,15.0,10.0,B,150,7.0,7.0,C,1.0,-20.079978,-34.779542
0.0,140.0,4367.056,4367.056,4375.890714285711,46.0,2.0,52.0,15.0,10.0,B,150,5.0,7.0,C,1.0,-9.479978000000001,-34.779542
0.0,396.0,4369.026,4369.026,4377.761428571429,47.0,2.0,56.0,15.0,10.0,B,150,3.0,7.0,C,1.0,1.1200219999999999,-34.779542
0.0,332.0,4370.844,4370.844,4379.63214285714,48.0,2.0,60.0,15.0,10.0,B,150,1.0,7.0,C,1.0,11.720021999999998,-34.779542
0.0,428.0,4377.958,4377.958,4385.225,50.0,2.0,2.0,15.0,10.0,B,150,6.0,5.0,C,1.0,-20.079978,-25.599673
0.0,108.0,4379.908,4379.908,4387.09571428572,51.0,2.0,6.0,15.0,10.0,B,150,4.0,5.0,C,1.0,-9.479978000000001,-25.599673
0.0,364.0,4381.34,4381.34,4388.966428571429,52.0,2.0,10.0,15.0,10.0,B,150,2.0,5.0,C,1.0,1.1200219999999999,-25.599673
0.0,492.0,4382.798,4382.798,4390.83714285714,53.0,2.0,14.0,15.0,10.0,B,150,0.0,5.0,C,1.0,11.720021999999998,-25.599673
0.0,28.0,4384.052,4384.052,4392.70785714286,54.0,2.0,18.0,15.0,10.0,B,150,10.0,6.0,C,1.0,-38.629977999999994,-30.189607999999996
0.0,156.0,4386.31,4386.31,4394.578571428571,55.0,2.0,22.0,15.0,10.0,B,150,8.0,6.0,C,1.0,-28.029978,-30.189607999999996
0.0,412.0,4387.698,4387.698,4396.4492857142895,56.0,2.0,26.0,15.0,10.0,B,150,6.0,6.0,C,1.0,-17.429978,-30.189607999999996
0.0,348.0,4389.842,4389.842,4398.32,57.0,2.0,30.0,15.0,10.0,B,150,4.0,6.0,C,1.0,-6.829978,-30.189607999999996
0.0,220.0,4392.018,4392.018,4400.19071428572,58.0,2.0,34.0,15.0,10.0,B,150,2.0,6.0,C,1.0,3.770022,-30.189607999999996
