Band,Index,UFM Frequency
4,6,4659248000.0
4,7,4660730000.0
4,9,4663754000.0
4,10,4666932000.0
4,11,4670128000.0
4,12,4672656000.0
4,16,4676152000.0
4,17,4678742000.0
4,18,4682082000.0
4,19,4685902000.0
4,20,4688800000.0
4,21,4690762000.0
4,22,4691572000.0
4,24,4693468000.0
4,28,4698090000.0
4,29,4700266000.0
4,30,4704356000.0
4,33,4707354000.0
4,34,4710454000.0
4,35,4712234000.0
4,36,4716394000.0
4,37,4720720000.0
4,38,4724660000.0
4,39,4726552000.0
4,40,4727954000.0
4,41,4729218000.0
4,42,4731406000.0
4,44,4732368000.0
4,45,4734854000.0
4,46,4736952000.0
4,49,4743296000.0
4,50,4745936000.0
4,51,4749716000.0
4,52,4758546000.0
4,53,4762590000.0
4,54,4764180000.0
4,56,4765204000.0
4,59,4768662000.0
4,60,4770630000.0
4,61,4773816000.0
4,63,4776566000.0
5,1,4793356000.0
5,2,4795932000.0
5,4,4797834000.0
5,6,4799682000.0
5,8,4800860000.0
5,9,4802512000.0
5,10,4803070000.0
5,12,4805822000.0
5,14,4813074000.0
5,15,4816036000.0
5,16,4818426000.0
5,17,4821280000.0
5,18,4824336000.0
5,19,4827376000.0
5,20,4830126000.0
5,21,4830658000.0
5,22,4832476000.0
5,24,4834146000.0
5,25,4836528000.0
5,26,4840140000.0
5,27,4843726000.0
5,29,4849190000.0
5,30,4852176000.0
5,31,4855416000.0
5,32,4858172000.0
5,33,4861050000.0
5,34,4864110000.0
5,35,4866662000.0
5,37,4867794000.0
5,38,4868798000.0
5,39,4870300000.0
5,40,4872442000.0
5,41,4876128000.0
5,42,4879880000.0
5,43,4883424000.0
5,44,4885948000.0
5,48,4899164000.0
5,50,4900446000.0
5,52,4901234000.0
5,55,4903898000.0
5,56,4905220000.0
5,57,4907066000.0
5,58,4909738000.0
5,59,4914288000.0
5,60,4917810000.0
5,61,4920342000.0
5,62,4923010000.0
5,63,4925148000.0
5,64,4926706000.0
5,65,4927214000.0
6,1,4928388000.0
6,2,4929040000.0
6,4,4930480000.0
6,5,4932380000.0
6,6,4935176000.0
6,8,4938302000.0
6,9,4939770000.0
6,10,4940460000.0
6,11,4942218000.0
6,12,4944466000.0
6,15,4948642000.0
6,16,4950448000.0
6,17,4959448000.0
6,20,4959964000.0
6,21,4961858000.0
6,23,4963770000.0
6,24,4966276000.0
6,25,4969016000.0
6,26,4971898000.0
6,27,4973814000.0
6,28,4975814000.0
6,29,4977032000.0
6,30,4978436000.0
6,31,4980562000.0
6,32,4981192000.0
6,34,4999732000.0
6,37,5000676000.0
6,38,5001360000.0
6,39,5002800000.0
6,40,5004036000.0
6,42,5010542000.0
6,43,5012756000.0
6,44,5014128000.0
6,45,5015282000.0
6,46,5016326000.0
6,47,5017880000.0
6,48,5019796000.0
6,49,5022416000.0
6,51,5032250000.0
6,52,5033360000.0
6,53,5033812000.0
6,54,5034364000.0
6,55,5035984000.0
6,56,5038532000.0
6,57,5041722000.0
6,61,5048110000.0
6,62,5049408000.0
6,63,5051714000.0
6,64,5053774000.0
7,0,5093462000.0
7,1,5097308000.0
7,3,5098772000.0
7,4,5100382000.0
7,5,5101274000.0
7,6,5102090000.0
7,8,5104758000.0
7,9,5105998000.0
7,10,5107194000.0
7,11,5108558000.0
7,13,5112006000.0
7,14,5113998000.0
7,15,5116816000.0
7,16,5119792000.0
7,17,5128916000.0
7,18,5130208000.0
7,19,5131326000.0
7,23,5135414000.0
7,24,5136566000.0
7,25,5138110000.0
7,26,5138978000.0
7,27,5140576000.0
7,28,5141910000.0
7,29,5143998000.0
7,31,5148242000.0
7,32,5151082000.0
7,33,5167788000.0
7,34,5168694000.0
7,35,5170064000.0
7,36,5170748000.0
7,37,5172460000.0
7,40,5176572000.0
7,41,5177574000.0
7,42,5179124000.0
7,43,5180764000.0
7,44,5183028000.0
7,45,5184848000.0
7,46,5187418000.0
7,47,5190252000.0
7,50,5200728000.0
7,51,5201760000.0
7,52,5202856000.0
7,53,5204662000.0
7,54,5205598000.0
7,55,5206172000.0
7,58,5209274000.0
7,59,5210500000.0
7,60,5212246000.0
7,61,5213806000.0
7,62,5216242000.0
7,63,5218668000.0
7,64,5221580000.0
7,65,5224282000.0
8,0,5235460000.0
8,1,5239526000.0
8,2,5241076000.0
8,3,5242930000.0
8,4,5244614000.0
8,5,5246388000.0
8,6,5248010000.0
8,7,5250234000.0
8,8,5252540000.0
8,11,5255498000.0
8,12,5257358000.0
8,13,5259308000.0
8,14,5260878000.0
8,15,5263274000.0
8,16,5265282000.0
8,18,5272660000.0
8,19,5274274000.0
8,20,5276214000.0
8,21,5278202000.0
8,22,5279728000.0
8,23,5281686000.0
8,24,5283556000.0
8,25,5285824000.0
8,28,5288462000.0
8,29,5290814000.0
8,30,5292362000.0
8,31,5294304000.0
8,32,5296382000.0
8,33,5305844000.0
8,36,5309842000.0
8,37,5311540000.0
8,38,5312192000.0
8,39,5316006000.0
8,40,5318352000.0
8,41,5320656000.0
8,42,5322406000.0
8,46,5326450000.0
8,47,5328462000.0
8,48,5330616000.0
8,49,5333024000.0
8,50,5338848000.0
8,54,5345524000.0
8,55,5347564000.0
8,56,5349484000.0
8,57,5352218000.0
8,58,5354192000.0
8,63,5360332000.0
8,64,5362346000.0
8,65,5364432000.0
9,0,5368558000.0
9,1,5373302000.0
9,2,5374762000.0
9,3,5377712000.0
9,4,5383474000.0
9,5,5389478000.0
9,6,5393618000.0
9,7,5397310000.0
9,8,5401180000.0
9,9,5404420000.0
9,10,5405206000.0
9,12,5407038000.0
9,14,5408784000.0
9,15,5410632000.0
9,16,5411594000.0
9,17,5412680000.0
9,21,5424144000.0
9,22,5427930000.0
9,23,5431942000.0
9,24,5435540000.0
9,25,5438372000.0
9,26,5439592000.0
9,27,5441118000.0
9,31,5444312000.0
9,32,5444950000.0
9,35,5468810000.0
9,36,5472716000.0
9,37,5473624000.0
9,38,5474350000.0
9,39,5478030000.0
9,40,5481436000.0
9,41,5484230000.0
9,43,5487280000.0
9,51,5509034000.0
9,52,5510544000.0
9,55,5512968000.0
9,56,5515960000.0
9,57,5518542000.0
9,59,5520322000.0
9,61,5522210000.0
10,1,5528950000.0
10,4,5532852000.0
10,5,5535162000.0
10,6,5535732000.0
10,7,5539160000.0
10,8,5540940000.0
10,9,5543044000.0
10,10,5544572000.0
10,27,5563240000.0
10,28,5563758000.0
10,29,5564356000.0
10,30,5568434000.0
10,31,5570956000.0
10,32,5574144000.0
10,33,5614546000.0
10,35,5616314000.0
10,36,5618288000.0
10,37,5622792000.0
10,38,5628196000.0
10,39,5632508000.0
10,44,5643432000.0
10,45,5644408000.0
10,50,5649658000.0
10,51,5652446000.0
10,52,5658054000.0
10,53,5662776000.0
10,54,5667744000.0
10,57,5674310000.0
10,58,5677154000.0
11,1,5679288000.0
11,2,5681414000.0
11,3,5686060000.0
11,5,5692374000.0
11,7,5700566000.0
11,8,5707352000.0
11,10,5710638000.0
11,11,5711776000.0
11,12,5712782000.0
11,14,5715306000.0
11,15,5716784000.0
11,17,5720340000.0
11,19,5721824000.0
11,20,5722430000.0
11,22,5728536000.0
11,23,5736510000.0
11,24,5741290000.0
11,25,5743910000.0
11,31,5754586000.0
11,32,5756278000.0
11,33,5762224000.0
11,34,5769804000.0
11,39,5779654000.0
11,41,5783442000.0
11,44,5788434000.0
11,45,5791976000.0
11,46,5799052000.0
11,49,5810786000.0
11,50,5811742000.0
11,51,5813524000.0
11,55,5819244000.0
11,56,5821438000.0
11,57,5823364000.0
11,58,5825160000.0
12,0,5826128000.0
12,1,5827994000.0
12,2,5829594000.0
12,5,5833446000.0
12,6,5835656000.0
12,7,5837286000.0
12,8,5838482000.0
12,9,5839912000.0
12,10,5841516000.0
12,11,5847602000.0
12,15,5856906000.0
12,16,5858266000.0
12,17,5860684000.0
12,18,5861168000.0
12,23,5868916000.0
12,24,5870750000.0
12,25,5871726000.0
12,31,5890856000.0
12,32,5892944000.0
12,33,5894724000.0
12,34,5896576000.0
12,35,5897286000.0
12,36,5898590000.0
12,43,5908160000.0
12,44,5914388000.0
12,45,5917902000.0
12,48,5924532000.0
12,49,5926232000.0
12,50,5928230000.0
12,51,5929478000.0
12,52,5930914000.0
12,53,5932030000.0
12,57,5938556000.0
13,0,5950984000.0
13,1,5953796000.0
13,2,5955604000.0
13,3,5957622000.0
13,4,5959610000.0
13,7,5962732000.0
13,8,5964172000.0
13,9,5964760000.0
13,10,5965380000.0
13,17,5984976000.0
13,18,5987206000.0
13,19,5989726000.0
13,20,5991168000.0
13,21,5993070000.0
13,23,5995568000.0
13,24,5997294000.0
