Edge,Index,Detector wafer bond pad,DCXpos,DCypos,DTGrouptype,DTGroupindex,DTGoupsection,DTPadlabel,DTPadxpos,DTPadypos,DTPixelrow,DTPixelcolumn,DTPixelsection,DTPixelxcenter,DTPixelycenter,DTRawangle,DTActualangle,DTSignaldescription,BiasName,Bias line,SQUID,SQUID_PIN,Mux chip position,x,y
XCC,XCC342,171,-44928.95,-32849.28,ColumnPad,7,C,R10+,-46756.616,-33823.661,10,7,C,-35979.978,-34779.542,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_43_+,21,-35979.978,-34779.542
XCC,XCC390,195,-42278.95,-37439.22,ColumnPad,8,C,R10+,-44106.616,-38413.596,10,8,C,-33329.978,-39369.477,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_3_+,20,-33329.978,-39369.477
XCC,XCC438,219,-39628.95,-42029.15,ColumnPad,9,C,R10+,-41456.616,-43003.531,10,9,C,-30679.978,-43959.412,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_27_+,20,-30679.978,-43959.412
XCC,XCC486,243,-36978.95,-46619.09,ColumnPad,10,C,R10+,-38806.616,-47593.465,10,10,C,-28029.978,-48549.346,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_51_+,20,-28029.978,-48549.346
XCC,XCC534,267,-34328.95,-51209.02,ColumnPad,11,C,R10+,-36156.616,-52183.4,10,11,C,-25379.978,-53139.281,112.5,-7.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_43_+,22,-25379.978,-53139.281
XAC,XAC007,,30736.16,55334.25,ColumnPad,0,A,R10-,30736.158,56984.248,10,0,A,24970.022,48549.346,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_3_-,2,24970.022,48549.346
XAC,XAC055,,25816.16,55334.25,ColumnPad,1,A,R10-,25816.158,56984.248,10,1,A,19670.022,48549.346,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_27_-,2,19670.022,48549.346
XAC,XAC103,,20516.16,55334.25,ColumnPad,2,A,R10-,20516.158,56984.248,10,2,A,14370.022,48549.346,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_51_-,2,14370.022,48549.346
XAC,XAC151,,15216.16,55334.25,ColumnPad,3,A,R10-,15216.158,56984.248,10,3,A,9070.022,48549.346,112.5,232.5,150ghz,UNY_B2,4,SQ_05,SQ_05_Ch_11_-,3,9070.022,48549.346
XAC,XAC199,,9916.16,55334.25,ColumnPad,4,A,R10-,9916.158,56984.248,10,4,A,3770.022,48549.346,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_51_-,4,3770.022,48549.346
XAC,XAC247,,4616.16,55334.25,ColumnPad,5,A,R10-,4616.158,56984.248,10,5,A,-1529.978,48549.346,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_11_-,1,-1529.978,48549.346
XAC,XAC295,,-683.84,55334.25,ColumnPad,6,A,R10-,-683.842,56984.248,10,6,A,-6829.978,48549.346,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_35_-,1,-6829.978,48549.346
XAC,XAC343,,-5983.84,55334.25,ColumnPad,7,A,R10-,-5983.842,56984.248,10,7,A,-12129.978,48549.346,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_59_-,1,-12129.978,48549.346
XAC,XAC391,,-11283.84,55334.25,ColumnPad,8,A,R10-,-11283.842,56984.248,10,8,A,-17429.978,48549.346,157.5,277.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_19_-,4,-17429.978,48549.346
XAC,XAC439,,-16583.84,55334.25,ColumnPad,9,A,R10-,-16583.842,56984.248,10,9,A,-22729.978,48549.346,112.5,232.5,150ghz,UNY_B2,4,SQ_03,SQ_03_Ch_59_-,5,-22729.978,48549.346
XAC,XAC487,,-21883.84,55334.25,ColumnPad,10,A,R10-,-21883.842,56984.248,10,10,A,-28029.978,48549.346,0,120,NC,UNY_B2,4,SQ_00,SQ_00_Ch_19_-,0,-28029.978,48549.346
XAC,XAC535,,-27183.84,55334.25,ColumnPad,11,A,R10-,-27183.842,56984.248,10,11,A,-33329.978,48549.346,112.5,232.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_43_-,0,-33329.978,48549.346
XBC,XBC 7.00,,32552.79,-54285.42,ColumnPad,0,B,R10-,33981.728,-55110.418,10,0,B,29559.956,-45899.346,157.5,157.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_3_-,24,29559.956,-45899.346
XBC,XBC 55.00,,35012.79,-50024.58,ColumnPad,1,B,R10-,36441.728,-50849.573,10,1,B,32209.956,-41309.412,112.5,112.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_27_-,24,32209.956,-41309.412
XBC,XBC 103.00,,37662.79,-45434.64,ColumnPad,2,B,R10-,39091.728,-46259.638,10,2,B,34859.956,-36719.477,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_19_-,19,34859.956,-36719.477
XBC,XBC 151.00,,40312.79,-40844.71,ColumnPad,3,B,R10-,41741.728,-41669.704,10,3,B,37509.956,-32129.542,112.5,112.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_43_-,19,37509.956,-32129.542
XBC,XBC 199.00,,42962.79,-36254.77,ColumnPad,4,B,R10-,44391.728,-37079.769,10,4,B,40159.956,-27539.608,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_3_-,18,40159.956,-27539.608
XBC,XBC 247.00,,45612.79,-31664.84,ColumnPad,5,B,R10-,47041.728,-32489.835,10,5,B,42809.956,-22949.673,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_27_-,18,42809.956,-22949.673
XBC,XBC 295.00,,48262.79,-27074.9,ColumnPad,6,B,R10-,49691.728,-27899.9,10,6,B,45459.956,-18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_51_-,18,45459.956,-18359.739
XBC,XBC 343.00,,50912.79,-22484.97,ColumnPad,7,B,R10-,52341.728,-23309.965,10,7,B,48109.956,-13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_11_-,17,48109.956,-13769.804
XBC,XBC 391.00,,53562.79,-17895.03,ColumnPad,8,B,R10-,54991.728,-18720.031,10,8,B,50759.956,-9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_35_-,17,50759.956,-9179.869
XBC,XBC 439.00,,56212.79,-13305.1,ColumnPad,9,B,R10-,57641.728,-14130.096,10,9,B,53409.956,-4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_59_-,17,53409.956,-4589.935
XBC,XBC 487.00,,58862.79,-8715.16,ColumnPad,10,B,R10-,60291.728,-9540.161,10,10,B,56059.956,0,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_19_-,16,56059.956,0
XBC,XBC 535.00,,61512.79,-4125.23,ColumnPad,11,B,R10-,62941.728,-4950.227,10,11,B,58709.956,4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_43_-,16,58709.956,4589.935
XCC,XCC007,,-63288.95,-1048.83,ColumnPad,0,C,R10-,-64717.886,-1873.83,10,0,C,-54529.978,-2650,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_3_-,15,-54529.978,-2650
XCC,XCC055,,-60828.95,-5309.67,ColumnPad,1,C,R10-,-62257.886,-6134.675,10,1,C,-51879.978,-7239.935,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_27_-,15,-51879.978,-7239.935
XCC,XCC103,,-58178.95,-9899.61,ColumnPad,2,C,R10-,-59607.886,-10724.61,10,2,C,-49229.978,-11829.869,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_51_-,15,-49229.978,-11829.869
XCC,XCC151,,-55528.95,-14489.54,ColumnPad,3,C,R10-,-56957.886,-15314.545,10,3,C,-46579.978,-16419.804,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_11_-,14,-46579.978,-16419.804
XCC,XCC199,,-52878.95,-19079.48,ColumnPad,4,C,R10-,-54307.886,-19904.479,10,4,C,-43929.978,-21009.739,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_35_-,14,-43929.978,-21009.739
XCC,XCC247,,-50228.95,-23669.41,ColumnPad,5,C,R10-,-51657.886,-24494.414,10,5,C,-41279.978,-25599.673,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_59_-,14,-41279.978,-25599.673
XCC,XCC295,,-47578.95,-28259.35,ColumnPad,6,C,R10-,-49007.886,-29084.348,10,6,C,-38629.978,-30189.608,157.5,37.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_19_-,21,-38629.978,-30189.608
XCC,XCC343,,-44928.95,-32849.28,ColumnPad,7,C,R10-,-46357.886,-33674.283,10,7,C,-35979.978,-34779.542,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_43_-,21,-35979.978,-34779.542
XCC,XCC391,,-42278.95,-37439.22,ColumnPad,8,C,R10-,-43707.886,-38264.218,10,8,C,-33329.978,-39369.477,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_3_-,20,-33329.978,-39369.477
XCC,XCC439,,-39628.95,-42029.15,ColumnPad,9,C,R10-,-41057.886,-42854.152,10,9,C,-30679.978,-43959.412,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_27_-,20,-30679.978,-43959.412
XCC,XCC487,,-36978.95,-46619.09,ColumnPad,10,C,R10-,-38407.886,-47444.087,10,10,C,-28029.978,-48549.346,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_51_-,20,-28029.978,-48549.346
XCC,XCC535,,-34328.95,-51209.02,ColumnPad,11,C,R10-,-35757.886,-52034.022,10,11,C,-25379.978,-53139.281,112.5,-7.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_43_-,22,-25379.978,-53139.281
XAC,XAC010,5,30456.16,55334.25,ColumnPad,0,A,R09+,30526.158,57404.248,9,0,A,22320.022,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_5_+,2,22320.022,43959.412
XAC,XAC058,29,25536.16,55334.25,ColumnPad,1,A,R09+,25606.158,57404.248,9,1,A,17020.022,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_29_+,2,17020.022,43959.412
XAC,XAC106,53,20236.16,55334.25,ColumnPad,2,A,R09+,20306.158,57404.248,9,2,A,11720.022,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_53_+,2,11720.022,43959.412
XAC,XAC154,77,14936.16,55334.25,ColumnPad,3,A,R09+,15006.158,57404.248,9,3,A,6420.022,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_05,SQ_05_Ch_13_+,3,6420.022,43959.412
XAC,XAC202,101,9636.16,55334.25,ColumnPad,4,A,R09+,9706.158,57404.248,9,4,A,1120.022,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_53_+,4,1120.022,43959.412
XAC,XAC250,125,4336.16,55334.25,ColumnPad,5,A,R09+,4406.158,57404.248,9,5,A,-4179.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_13_+,1,-4179.978,43959.412
XAC,XAC298,149,-963.84,55334.25,ColumnPad,6,A,R09+,-893.842,57404.248,9,6,A,-9479.978,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_37_+,1,-9479.978,43959.412
XAC,XAC346,173,-6263.84,55334.25,ColumnPad,7,A,R09+,-6193.842,57404.248,9,7,A,-14779.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_61_+,1,-14779.978,43959.412
XAC,XAC394,197,-11563.84,55334.25,ColumnPad,8,A,R09+,-11493.842,57404.248,9,8,A,-20079.978,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_21_+,4,-20079.978,43959.412
XAC,XAC442,221,-16863.84,55334.25,ColumnPad,9,A,R09+,-16793.842,57404.248,9,9,A,-25379.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_03,SQ_03_Ch_61_+,5,-25379.978,43959.412
XAC,XAC490,245,-22163.84,55334.25,ColumnPad,10,A,R09+,-22093.842,57404.248,9,10,A,-30679.978,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_21_+,0,-30679.978,43959.412
XAC,XAC538,269,-27463.84,55334.25,ColumnPad,11,A,R09+,-27393.842,57404.248,9,11,A,-35979.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_45_+,0,-35979.978,43959.412
XBC,XBC 10.00,5,32692.79,-54042.93,ColumnPad,0,B,R09+,34450.458,-55138.553,9,0,B,26909.956,-41309.412,112.5,112.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_5_+,24,26909.956,-41309.412
XBC,XBC 58.00,29,35152.79,-49782.09,ColumnPad,1,B,R09+,36910.458,-50877.708,9,1,B,29559.956,-36719.477,157.5,157.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_29_+,24,29559.956,-36719.477
XBC,XBC 106.00,53,37802.79,-45192.15,ColumnPad,2,B,R09+,39560.458,-46287.773,9,2,B,32209.956,-32129.542,112.5,112.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_21_+,19,32209.956,-32129.542
XBC,XBC 154.00,77,40452.79,-40602.22,ColumnPad,3,B,R09+,42210.458,-41697.838,9,3,B,34859.956,-27539.608,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_45_+,19,34859.956,-27539.608
XBC,XBC 202.00,101,43102.79,-36012.28,ColumnPad,4,B,R09+,44860.458,-37107.904,9,4,B,37509.956,-22949.673,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_5_+,18,37509.956,-22949.673
XBC,XBC 250.00,125,45752.79,-31422.35,ColumnPad,5,B,R09+,47510.458,-32517.969,9,5,B,40159.956,-18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_29_+,18,40159.956,-18359.739
XBC,XBC 298.00,149,48402.79,-26832.42,ColumnPad,6,B,R09+,50160.458,-27928.035,9,6,B,42809.956,-13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_53_+,18,42809.956,-13769.804
XBC,XBC 346.00,173,51052.79,-22242.48,ColumnPad,7,B,R09+,52810.458,-23338.1,9,7,B,45459.956,-9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_13_+,17,45459.956,-9179.869
XBC,XBC 394.00,197,53702.79,-17652.55,ColumnPad,8,B,R09+,55460.458,-18748.165,9,8,B,48109.956,-4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_37_+,17,48109.956,-4589.935
XBC,XBC 442.00,221,56352.79,-13062.61,ColumnPad,9,B,R09+,58110.458,-14158.231,9,9,B,50759.956,0,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_61_+,17,50759.956,0
XBC,XBC 490.00,245,59002.79,-8472.68,ColumnPad,10,B,R09+,60760.458,-9568.296,9,10,B,53409.956,4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_21_+,16,53409.956,4589.935
XBC,XBC 538.00,269,61652.79,-3882.74,ColumnPad,11,B,R09+,63410.458,-4978.361,9,11,B,56059.956,9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_45_+,16,56059.956,9179.869
XCC,XCC010,5,-63148.95,-1291.32,ColumnPad,0,C,R09+,-64976.616,-2265.696,9,0,C,-49229.978,-2650,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_5_+,15,-49229.978,-2650
XCC,XCC058,29,-60688.95,-5552.16,ColumnPad,1,C,R09+,-62516.616,-6526.541,9,1,C,-46579.978,-7239.935,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_29_+,15,-46579.978,-7239.935
XCC,XCC106,53,-58038.95,-10142.1,ColumnPad,2,C,R09+,-59866.616,-11116.475,9,2,C,-43929.978,-11829.869,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_53_+,15,-43929.978,-11829.869
XCC,XCC154,77,-55388.95,-14732.03,ColumnPad,3,C,R09+,-57216.616,-15706.41,9,3,C,-41279.978,-16419.804,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_13_+,14,-41279.978,-16419.804
XCC,XCC202,101,-52738.95,-19321.97,ColumnPad,4,C,R09+,-54566.616,-20296.345,9,4,C,-38629.978,-21009.739,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_37_+,14,-38629.978,-21009.739
XCC,XCC250,125,-50088.95,-23911.9,ColumnPad,5,C,R09+,-51916.616,-24886.279,9,5,C,-35979.978,-25599.673,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_61_+,14,-35979.978,-25599.673
XCC,XCC298,149,-47438.95,-28501.83,ColumnPad,6,C,R09+,-49266.616,-29476.214,9,6,C,-33329.978,-30189.608,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_21_+,21,-33329.978,-30189.608
XCC,XCC346,173,-44788.95,-33091.77,ColumnPad,7,C,R09+,-46616.616,-34066.148,9,7,C,-30679.978,-34779.542,157.5,37.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_45_+,21,-30679.978,-34779.542
XCC,XCC394,197,-42138.95,-37681.7,ColumnPad,8,C,R09+,-43966.616,-38656.083,9,8,C,-28029.978,-39369.477,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_5_+,20,-28029.978,-39369.477
XCC,XCC442,221,-39488.95,-42271.64,ColumnPad,9,C,R09+,-41316.616,-43246.018,9,9,C,-25379.978,-43959.412,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_29_+,20,-25379.978,-43959.412
XCC,XCC490,245,-36838.95,-46861.57,ColumnPad,10,C,R09+,-38666.616,-47835.952,9,10,C,-22729.978,-48549.346,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_53_+,20,-22729.978,-48549.346
XCC,XCC538,269,-34188.95,-51451.51,ColumnPad,11,C,R09+,-36016.616,-52425.887,9,11,C,-20079.978,-53139.281,157.5,37.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_45_+,22,-20079.978,-53139.281
XAC,XAC011,,30456.16,55334.25,ColumnPad,0,A,R09-,30456.158,56984.248,9,0,A,22320.022,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_5_-,2,22320.022,43959.412
XAC,XAC059,,25536.16,55334.25,ColumnPad,1,A,R09-,25536.158,56984.248,9,1,A,17020.022,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_29_-,2,17020.022,43959.412
XAC,XAC107,,20236.16,55334.25,ColumnPad,2,A,R09-,20236.158,56984.248,9,2,A,11720.022,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_02,SQ_02_Ch_53_-,2,11720.022,43959.412
XAC,XAC155,,14936.16,55334.25,ColumnPad,3,A,R09-,14936.158,56984.248,9,3,A,6420.022,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_05,SQ_05_Ch_13_-,3,6420.022,43959.412
XAC,XAC203,,9636.16,55334.25,ColumnPad,4,A,R09-,9636.158,56984.248,9,4,A,1120.022,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_53_-,4,1120.022,43959.412
XAC,XAC251,,4336.16,55334.25,ColumnPad,5,A,R09-,4336.158,56984.248,9,5,A,-4179.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_13_-,1,-4179.978,43959.412
XAC,XAC299,,-963.84,55334.25,ColumnPad,6,A,R09-,-963.842,56984.248,9,6,A,-9479.978,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_37_-,1,-9479.978,43959.412
XAC,XAC347,,-6263.84,55334.25,ColumnPad,7,A,R09-,-6263.842,56984.248,9,7,A,-14779.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_01,SQ_01_Ch_61_-,1,-14779.978,43959.412
XAC,XAC395,,-11563.84,55334.25,ColumnPad,8,A,R09-,-11563.842,56984.248,9,8,A,-20079.978,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_04,SQ_04_Ch_21_-,4,-20079.978,43959.412
XAC,XAC443,,-16863.84,55334.25,ColumnPad,9,A,R09-,-16863.842,56984.248,9,9,A,-25379.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_03,SQ_03_Ch_61_-,5,-25379.978,43959.412
XAC,XAC491,,-22163.84,55334.25,ColumnPad,10,A,R09-,-22163.842,56984.248,9,10,A,-30679.978,43959.412,112.5,232.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_21_-,0,-30679.978,43959.412
XAC,XAC539,,-27463.84,55334.25,ColumnPad,11,A,R09-,-27463.842,56984.248,9,11,A,-35979.978,43959.412,157.5,277.5,150ghz,UNY_B2,4,SQ_00,SQ_00_Ch_45_-,0,-35979.978,43959.412
XBC,XBC 11.00,,32692.79,-54042.93,ColumnPad,0,B,R09-,34121.728,-54867.931,9,0,B,26909.956,-41309.412,112.5,112.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_5_-,24,26909.956,-41309.412
XBC,XBC 59.00,,35152.79,-49782.09,ColumnPad,1,B,R09-,36581.728,-50607.086,9,1,B,29559.956,-36719.477,157.5,157.5,150ghz,LRNY_B2,8,SQ_24,SQ_24_Ch_29_-,24,29559.956,-36719.477
XBC,XBC 107.00,,37802.79,-45192.15,ColumnPad,2,B,R09-,39231.728,-46017.151,9,2,B,32209.956,-32129.542,112.5,112.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_21_-,19,32209.956,-32129.542
XBC,XBC 155.00,,40452.79,-40602.22,ColumnPad,3,B,R09-,41881.728,-41427.217,9,3,B,34859.956,-27539.608,157.5,157.5,150ghz,LRNY_B2,8,SQ_20,SQ_20_Ch_45_-,19,34859.956,-27539.608
XBC,XBC 203.00,,43102.79,-36012.28,ColumnPad,4,B,R09-,44531.728,-36837.282,9,4,B,37509.956,-22949.673,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_5_-,18,37509.956,-22949.673
XBC,XBC 251.00,,45752.79,-31422.35,ColumnPad,5,B,R09-,47181.728,-32247.347,9,5,B,40159.956,-18359.739,157.5,157.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_29_-,18,40159.956,-18359.739
XBC,XBC 299.00,,48402.79,-26832.42,ColumnPad,6,B,R09-,49831.728,-27657.413,9,6,B,42809.956,-13769.804,112.5,112.5,150ghz,LRNY_B2,8,SQ_21,SQ_21_Ch_53_-,18,42809.956,-13769.804
XBC,XBC 347.00,,51052.79,-22242.48,ColumnPad,7,B,R09-,52481.728,-23067.478,9,7,B,45459.956,-9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_13_-,17,45459.956,-9179.869
XBC,XBC 395.00,,53702.79,-17652.55,ColumnPad,8,B,R09-,55131.728,-18477.543,9,8,B,48109.956,-4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_37_-,17,48109.956,-4589.935
XBC,XBC 443.00,,56352.79,-13062.61,ColumnPad,9,B,R09-,57781.728,-13887.609,9,9,B,50759.956,0,157.5,157.5,150ghz,LRNY_B2,8,SQ_17,SQ_17_Ch_61_-,17,50759.956,0
XBC,XBC 491.00,,59002.79,-8472.68,ColumnPad,10,B,R09-,60431.728,-9297.674,9,10,B,53409.956,4589.935,112.5,112.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_21_-,16,53409.956,4589.935
XBC,XBC 539.00,,61652.79,-3882.74,ColumnPad,11,B,R09-,63081.728,-4707.74,9,11,B,56059.956,9179.869,157.5,157.5,150ghz,LRNY_B2,8,SQ_16,SQ_16_Ch_45_-,16,56059.956,9179.869
XCC,XCC011,,-63148.95,-1291.32,ColumnPad,0,C,R09-,-64577.886,-2116.317,9,0,C,-49229.978,-2650,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_5_-,15,-49229.978,-2650
XCC,XCC059,,-60688.95,-5552.16,ColumnPad,1,C,R09-,-62117.886,-6377.162,9,1,C,-46579.978,-7239.935,157.5,37.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_29_-,15,-46579.978,-7239.935
XCC,XCC107,,-58038.95,-10142.1,ColumnPad,2,C,R09-,-59467.886,-10967.097,9,2,C,-43929.978,-11829.869,112.5,-7.5,150ghz,LLNY_B2,6,SQ_15,SQ_15_Ch_53_-,15,-43929.978,-11829.869
XCC,XCC155,,-55388.95,-14732.03,ColumnPad,3,C,R09-,-56817.886,-15557.032,9,3,C,-41279.978,-16419.804,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_13_-,14,-41279.978,-16419.804
XCC,XCC203,,-52738.95,-19321.97,ColumnPad,4,C,R09-,-54167.886,-20146.966,9,4,C,-38629.978,-21009.739,112.5,-7.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_37_-,14,-38629.978,-21009.739
XCC,XCC251,,-50088.95,-23911.9,ColumnPad,5,C,R09-,-51517.886,-24736.901,9,5,C,-35979.978,-25599.673,157.5,37.5,150ghz,LLNY_B2,6,SQ_14,SQ_14_Ch_61_-,14,-35979.978,-25599.673
XCC,XCC299,,-47438.95,-28501.83,ColumnPad,6,C,R09-,-48867.886,-29326.836,9,6,C,-33329.978,-30189.608,112.5,-7.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_21_-,21,-33329.978,-30189.608
XCC,XCC347,,-44788.95,-33091.77,ColumnPad,7,C,R09-,-46217.886,-33916.77,9,7,C,-30679.978,-34779.542,157.5,37.5,150ghz,LLNY_B2,6,SQ_18,SQ_18_Ch_45_-,21,-30679.978,-34779.542
XCC,XCC395,,-42138.95,-37681.7,ColumnPad,8,C,R09-,-43567.886,-38506.705,9,8,C,-28029.978,-39369.477,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_5_-,20,-28029.978,-39369.477
XCC,XCC443,,-39488.95,-42271.64,ColumnPad,9,C,R09-,-40917.886,-43096.64,9,9,C,-25379.978,-43959.412,157.5,37.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_29_-,20,-25379.978,-43959.412
XCC,XCC491,,-36838.95,-46861.57,ColumnPad,10,C,R09-,-38267.886,-47686.574,9,10,C,-22729.978,-48549.346,112.5,-7.5,150ghz,LLNY_B2,6,SQ_19,SQ_19_Ch_53_-,20,-22729.978,-48549.346
XCC,XCC539,,-34188.95,-51451.51,ColumnPad,11,C,R09-,-35617.886,-52276.509,9,11,C,-20079.978,-53139.281,157.5,37.5,150ghz,LLNY_B2,6,SQ_22,SQ_22_Ch_45_-,22,-20079.978,-53139.281
