Band,Pad,Index,Design Frequency,Frequency Shift,UMM Frequency,UFM Frequency Shift
8,31,8,5167394286,105095053.1,5272489339,-7500000
8,35,9,5169265000,105241818.6,5274506819,-7500000
8,39,10,5171135714,104504678.9,5275640393,-7500000
8,43,11,5173006429,105643975.9,5278650405,-7500000
8,47,12,5174877143,105500966.1,5280378109,-7500000
8,51,13,5176747857,106951174.5,5283699032,-7500000
8,55,14,5178618571,107814692.7,5286433264,-7500000
8,1,17,5186082143,104090721.9,5290172865,-7500000
8,5,18,5187952857,103446341.1,5291399198,-7500000
8,13,20,5191694286,103101205.4,5294795491,-7500000
8,17,21,5193565000,101937380.9,5295502381,-7500000
8,21,22,5195435714,102769448.9,5298205163,-7500000
8,25,23,5197306429,102586837.4,5299893266,-7500000
8,29,24,5199177143,102629720.4,5301806863,-7500000
8,33,25,5201047857,102878181.4,5303926039,-7500000
8,37,26,5202918571,102702233,5305620804,-7500000
8,41,27,5204789286,102742262.7,5307531548,-7500000
8,45,28,5206660000,102705866.6,5309365867,-7500000
8,49,29,5208530714,103545191.6,5312075906,-7500000
8,53,30,5210401429,103917096.1,5314318525,-7500000
8,57,31,5212272143,105218762.1,5317490905,-7500000
8,61,32,5214142857,106626901.8,5320769759,-7500000
8,0,33,5218142857,106379536,5324522393,-7500000
8,4,34,5220013571,105614108.6,5325627680,-7500000
8,16,37,5225625714,103418194.3,5329043909,-7500000
8,20,38,5227496429,102366452.8,5329862881,-7500000
8,24,39,5229367143,102361672.1,5331728815,-7500000
8,28,40,5231237857,101588441.8,5332826299,-7500000
8,32,41,5233108571,101828013.2,5334936585,-7500000
8,36,42,5234979286,102131317.7,5337110603,-7500000
8,40,43,5236850000,101866061.1,5338716061,-7500000
8,44,44,5238720714,101873374,5340594088,-7500000
8,48,45,5240591429,101930162.9,5342521591,-7500000
8,52,46,5242462143,102814908,5345277051,-7500000
8,56,47,5244332857,103594811.9,5347927669,-7500000
8,60,48,5246203571,102230001.6,5348433573,-7500000
8,2,50,5251796429,103797691.3,5355594120,-7500000
8,6,51,5253667143,105375421.8,5359042565,-7500000
8,10,52,5255537857,106055110.1,5361592967,-7500000
8,14,53,5257408571,105055998.6,5362464570,-7500000
8,18,54,5259279286,103877763.4,5363157049,-7500000
8,22,55,5261150000,106531367.4,5367681367,-7500000
8,26,56,5263020714,105950837.7,5368971552,-7500000
8,30,57,5264891429,105360856.5,5370252285,-7500000
8,34,58,5266762143,106460916.9,5373223060,-7500000
8,38,59,5268632857,105556841,5374189698,-7500000
8,42,60,5270503571,109385101.1,5379888673,-7500000
8,46,61,5272374286,108965377.3,5381339663,-7500000
8,50,62,5274245000,108382152.6,5382627153,-7500000
8,54,63,5276115714,107566639.8,5383682354,-7500000
8,58,64,5277986429,107681101.6,5385667530,-7500000
8,62,65,5279857143,108323282.9,5388180426,-7500000
9,-1,0,5285857143,112762440.4,5398619583,-7500000
9,7,2,5289598571,117012978.9,5406611550,-7500000
9,11,3,5291469286,118324081,5409793367,-7500000
9,27,7,5298952143,112430135.1,5411382278,-7500000
9,31,8,5300822857,112557737.4,5413380595,-7500000
9,35,9,5302693571,111786421.7,5414479993,-7500000
9,39,10,5304564286,110763376.9,5415327663,-7500000
9,43,11,5306435000,110196403.8,5416631404,-7500000
9,47,12,5308305714,108818283.5,5417123998,-7500000
9,51,13,5310176429,109355568.5,5419531997,-7500000
9,55,14,5312047143,111269641.1,5423316784,-7500000
9,59,15,5313917857,111043896.4,5424961754,-7500000
9,63,16,5315788571,111287635.3,5427076207,-7500000
9,1,17,5319510714,119154716.8,5438665431,-7500000
9,5,18,5321381429,119783381,5441164810,-7500000
9,9,19,5323252143,120273813,5443525956,-7500000
9,17,21,5326993571,119784484,5446778055,-7500000
9,25,23,5330735000,119884864.3,5450619864,-7500000
9,29,24,5332605714,120550401.7,5453156116,-7500000
9,33,25,5334476429,119254990,5453731419,-7500000
9,37,26,5336347143,119346254.6,5455693397,-7500000
9,41,27,5338217857,118107601.6,5456325459,-7500000
9,45,28,5340088571,118225184.1,5458313756,-7500000
9,49,29,5341959286,122351035.9,5464310322,-7500000
9,53,30,5343830000,125698279.5,5469528280,-7500000
9,57,31,5345700714,124801528.1,5470502242,-7500000
9,4,34,5353442143,123119124.6,5476561267,-7500000
9,8,35,5355312857,123076741.7,5478389599,-7500000
9,12,36,5357183571,122220941.3,5479404513,-7500000
9,20,38,5360925000,122569471.6,5483494472,-7500000
9,28,40,5364666429,120837354,5485503783,-7500000
9,32,41,5366537143,119416451.4,5485953594,-7500000
9,36,42,5368407857,120541607.8,5488949465,-7500000
9,40,43,5370278571,119226937.3,5489505509,-7500000
9,44,44,5372149286,117643592.8,5489792878,-7500000
9,48,45,5374020000,120499811.9,5494519812,-7500000
9,52,46,5375890714,119506818.9,5495397533,-7500000
9,56,47,5377761429,118218306.4,5495979735,-7500000
9,60,48,5379632143,117560694.5,5497192837,-7500000
9,2,50,5385225000,116314141.7,5501539142,-7500000
9,6,51,5387095714,115225571.4,5502321286,-7500000
9,14,53,5390837143,114876089.2,5505713232,-7500000
9,18,54,5392707857,115677927.2,5508385784,-7500000
9,22,55,5394578571,115944939.8,5510523511,-7500000
9,26,56,5396449286,119159941.1,5515609227,-7500000
9,30,57,5398320000,120431010.2,5518751010,-7500000
9,34,58,5400190714,120147982.9,5520338697,-7500000
9,38,59,5402061429,119140048,5521201477,-7500000
9,42,60,5403932143,119375171.1,5523307314,-7500000
10,-1,0,5419285714,109442803,5528728517,-7500000
10,3,1,5421156429,109066669.1,5530223098,-7500000
10,7,2,5423027143,107721551.3,5530748694,-7500000
10,11,3,5424897857,106467385,5531365242,-7500000
10,15,4,5426768571,107467153.3,5534235725,-7500000
10,19,5,5428639286,109486063.8,5538125350,-7500000
10,23,6,5430510000,108439837.1,5538949837,-7500000
10,27,7,5432380714,108107623.8,5540488338,-7500000
10,31,8,5434251429,107134177.7,5541385606,-7500000
10,35,9,5436122143,107127762.6,5543249905,-7500000
10,39,10,5437992857,106216138.6,5544208996,-7500000
10,43,11,5439863571,107032148.4,5546895720,-7500000
10,47,12,5441734286,106439088.2,5548173374,-7500000
10,51,13,5443605000,105821137.2,5549426137,-7500000
10,55,14,5445475714,104513768.4,5549989483,-7500000
10,59,15,5447346429,103862825.2,5551209254,-7500000
10,63,16,5449217143,103788163.5,5553005306,-7500000
10,1,17,5452939286,112814632.1,5565753918,-7500000
10,5,18,5454810000,112304225.7,5567114226,-7500000
10,9,19,5456680714,111307073.3,5567987788,-7500000
10,33,25,5467905000,105605499.7,5573510500,-7500000
10,41,27,5471646429,108262611.1,5579909040,-7500000
10,45,28,5473517143,106843770,5580360913,-7500000
10,53,30,5477258571,107321293.6,5584579865,-7500000
10,61,32,5481000000,106718429.4,5587718429,-7500000
10,0,33,5519000000,111235000.5,5630235001,-7500000
10,4,34,5520870714,110318314.6,5631189029,-7500000
10,8,35,5522741429,109406544.2,5632147973,-7500000
10,12,36,5524612143,109279128.6,5633891271,-7500000
10,16,37,5526482857,107900797.2,5634383654,-7500000
10,20,38,5528353571,109087557.4,5637441129,-7500000
10,24,39,5530224286,110143853.5,5640368139,-7500000
10,28,40,5532095000,109968588.7,5642063589,-7500000
10,36,42,5535836429,108224117.5,5644060546,-7500000
10,40,43,5537707143,109057439.9,5646764583,-7500000
10,44,44,5539577857,110357520.7,5649935378,-7500000
10,48,45,5541448571,111326486.1,5652775058,-7500000
10,60,48,5547060714,106641581.1,5653702295,-7500000
10,6,51,5554524286,104882346.5,5659406632,-7500000
10,14,53,5558265714,101134913.4,5659400628,-7500000
10,18,54,5560136429,109133051.5,5669269480,-7500000
10,62,65,5580714286,105846051.8,5686560338,-7500000
